timestamp,linh_vuc,thoi_gian_dung_ai,thoi_gian_dung_ai_so,cong_cu_ai,so_cong_cu,nhan_xet,do_dai_nhan_xet,nhan,nhan_so
10/04/2026 13:27:37,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Al rất hữu ích trong việc soạn văn bản,9,Bình thường,0
20/03/2026 12:28:31,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,Rất tiện lợi giúp trong học tập và giải trí,10,Bình thường,0
13/03/2026 23:26:08,Học sinh,3-6 tháng,2,ChatGPT,1,Khá thú vị khi Nó hỗ trợ nhiều công việc cho tôi Còn nhiều điểm cần xem xét.,18,Bình thường,0
18/03/2026 20:45:32,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,AI rất tiện lợi cho việc học tập của tôi,10,Tích cực,1
13/03/2026 21:44:32,Kinh tế,> 1 năm,4,ChatGPT,1,"Theo quan sát, Khá tiện lợi nhưng đôi khi hơi tào lao:) Còn nhiều điểm cần xem xét.",18,Bình thường,0
18/03/2026 23:17:16,Thiết kế,> 1 năm,4,ChatGPT,1,Ai này cực kỳ thông minh và hữu dụng khi học tập,12,Tích cực,1
11/03/2026 20:01:54,Thiết kế,3-6 tháng,2,"ChatGPT, Copilot",2,"Thật sự, tốt về mọi mặt Tôi rất hài lòng.",10,Tích cực,1
20/03/2026 09:49:13,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,Al rất hữu ích phụ trợ ta cực kỳ nhiều trong học tập,13,Tiêu cực,-1
19/03/2026 16:10:52,Làm Tóc,3-6 tháng,2,Không,1,"Theo quan sát, AI phụ trợ tôi trong học tập thực sự nhiều Cần cải thiện thêm.",17,Bình thường,0
20/03/2026 23:05:54,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,thực sự hiệu quả có thể giúp cho học tập và giải bài tập khó,15,Bình thường,0
19/03/2026 20:03:13,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,công nghệ AI rất hữu ích cho học tập và công việc,12,Tích cực,1
18/03/2026 10:04:55,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot, Midjourney",5,Rất tiện lợi và thông minh hữ ích cho việc học tập,12,Bình thường,0
17/03/2026 18:27:57,Công nghệ thông tin,< 3 tháng,1,Gemini,1,Al này rất hữu ích khi học tập và làm việc,11,Tích cực,1
22/03/2026 01:21:08,Marketing,> 1 năm,4,ChatGPT,1,"Trong quá trình học tập, AI (trí tuệ nhân tạo) là một công nghệ hiện đại, trợ giúp con người làm việc nhanh hơn, chính xác hơn và hỗ trợ giải quyết nhiều vấn đề trong cuộc sống. Tôi rất hài lòng.",42,Tích cực,1
12/03/2026 08:31:43,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,"Theo quan sát, AI cực kỳ hữu ích cho học sinh Cần cải thiện thêm.",15,Bình thường,0
11/03/2026 13:11:08,Học sinh,3-6 tháng,2,Gemini,1,"Theo tôi, Gemini pro cung cấp thông tin rất chính xác, ít tạo kiến thức hay thông tin linh tinh",20,Tích cực,1
17/03/2026 23:27:46,Công nghệ thông tin,3-6 tháng,2,Gemini,1,Al là một số thông tin rất hữu ích và có lợi cho việc học tập và việc làm,19,Bình thường,0
13/03/2026 08:32:23,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Chúng tôi đề xuất rằng AI sẽ được đánh giá tích cực khi nó được xem là vượt trội hơn con người và khi cá nhân hóa không phải là yếu tố quan trọng trong ngữ cảnh quyết định đó,40,Tích cực,1
11/03/2026 16:15:39,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"Theo quan sát, Al rất hữu ích trong công việc",10,Bình thường,0
19/03/2026 21:10:52,Công nghệ thông tin,3-6 tháng,2,Không,1,"Theo quan sát, AI phụ trợ tôi trong học tập rất nhiều Còn nhiều điểm cần xem xét.",18,Bình thường,0
16/03/2026 09:47:02,Học sinh,< 3 tháng,1,"ChatGPT, Gemini",2,Có thể giúp tôi giải bài tập và cũng cố kiến thức cho tôi,14,Bình thường,0
07/04/2026 16:27:06,Công nghệ thông tin,> 1 năm,4,Gemini,1,AI này khá hữu ích trong việc tham khảo tài liệu học tập,13,Tích cực,1
07/04/2026 14:29:03,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI giúp việc học tập của tôi tốt hơn và có nhiều lợi ích trong cuộc sống hằng ngày.,19,Tích cực,1
10/03/2026 21:23:50,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot",4,"AI giúp tôi khá tốt trong việc định hướng về những kiến thức mới phải học như nào, đưa ra lộ tình học hợp lí",25,Tích cực,1
16/03/2026 22:04:05,Công nghệ thông tin,> 1 năm,4,Gemini,1,Tôi cũng không thích AI,5,Tiêu cực,-1
22/03/2026 06:43:56,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,"Đáng tiếc là, AI này rất hữu ích khí học tập và lập trình Cần cải thiện nhiều hơn.",19,Tiêu cực,-1
20/03/2026 03:40:22,Công nghệ thông tin,< 3 tháng,1,Gemini,1,"AI là trợ thủ đắc lực trong học tập, giúp cá nhân hóa lộ trình tri thức, giải đáp thắc mắc tức thì và mở ra kho tàng sáng tạo vô tận.",32,Tích cực,1
11/03/2026 16:44:36,Thiết kế,6-12 tháng,3,"ChatGPT, Gemini",2,"AI có ích cho thiết kế ví dụ như gợi ý ý tưởng bố cục, màu sắc hoặc ý nghĩa thiết kế, tạo ra hình ảnh sản phẩm chưa có thật theo ý mình muốn",35,Tích cực,1
18/03/2026 10:07:43,Marketing,3-6 tháng,2,"ChatGPT, Gemini",2,hữu ích,2,Bình thường,0
10/03/2026 23:25:21,Thiết kế,> 1 năm,4,"ChatGPT, Gemini",2,AI giúp tôi lười biếng thêm :)) Mong 1 ngày nào đó sẽ k phải sử dụng AI,18,Tích cực,1
20/03/2026 20:23:54,Thiết kế,3-6 tháng,2,Gemini,1,"Theo quan sát, Gemini này cực kỳ tiện dụng",9,Bình thường,0
13/03/2026 04:32:10,Đang Học,6-12 tháng,3,ChatGPT,1,Helo Tuyệt vời!,3,Tích cực,1
10/04/2026 10:28:24,Marketing,3-6 tháng,2,"ChatGPT, Gemini",2,"Theo tôi, AI ngày càng phát triển mạnh mẽ, hỗ trợ con người trong học tập, làm việc và giải quyết nhiều vấn đề phức tạp một cách tốc độ chóng và hiệu quả.",34,Tích cực,1
20/03/2026 20:39:33,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Thật sự, AI rất tốt có thể tìm kiếm câu trả lời trong giây lát và rất tốc độ Tôi rất hài lòng.",23,Tích cực,1
07/04/2026 14:26:51,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot",4,AI tiện,2,Bình thường,0
11/03/2026 19:10:10,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,AI giúp tôi rất nhiều trong học tập và những việc khác hằng ngày,14,Tích cực,1
24/03/2026 19:43:56,Kinh tế,3-6 tháng,2,ChatGPT,1,AI này rất hữu ích khí học tập và lập trình,11,Tiêu cực,-1
19/03/2026 06:55:12,Đang Học,6-12 tháng,3,ChatGPT,1,AI rất hữu ích khi toi làm bài tập,9,Bình thường,0
05/04/2026 20:27:19,Kinh tế,6-12 tháng,3,Copilot,1,"Ai này thực sự hữu ích khi học tập và lập trình , tốc độ xử lý rất nhanh chóng",20,Tích cực,1
07/04/2026 14:25:12,Công nghệ thông tin,6-12 tháng,3,"ChatGPT, Gemini, Claude, Copilot, Midjourney",5,"AI là công cụ rất hữu ích, giúp em học tập nhanh hơn, tìm ý tưởng tốt hơn và hỗ trợ giải quyết nhiều công việc hiệu quả.",28,Tích cực,1
15/03/2026 02:54:12,Marketing,> 1 năm,4,"ChatGPT, Gemini",2,"AI là một công cụ vô cùng mạnh mẽ, nó giúp tôi giải đáp các thắc mắc tốc độ chóng và hỗ trợ đắc lực trong việc tìm kiếm tài liệu học tập hiệu quả.",35,Bình thường,0
18/03/2026 19:00:54,Kinh tế,3-6 tháng,2,Gemini,1,Al này rất hữu ích khi học tập,8,Bình thường,0
10/03/2026 22:04:39,Điện - Điện Tử,> 1 năm,4,ChatGPT,1,"Khó có thể thay thế, sử dụng hằng ngày. Giải quyết rất nhiều vấn đề",15,Tích cực,1
20/03/2026 19:54:45,Công nghệ thông tin,< 3 tháng,1,Gemini,1,"AI là một phát minh hiện đại, mang lại nhiều lợi ích nhưng cũng cần được kiểm soát hợp lý.",20,Tích cực,1
07/04/2026 09:25:14,Luật,> 1 năm,4,"ChatGPT, Gemini",2,"AI rất hữu ích cho sinh viên, học tập dễ dàng hơn, tiện ích tra cứu thông tin",18,Tích cực,1
07/04/2026 14:28:57,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot",4,"AI là một công cụ hỗ trợ vô cùng mạnh mẽ, giúp con người tối ưu hóa thời gian trong học tập và giải quyết công việc",27,Tích cực,1
19/03/2026 20:44:58,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,AI rất hay và hữu ích trong học tập,9,Tích cực,1
17/03/2026 18:53:21,Kinh tế,3-6 tháng,2,ChatGPT,1,"Ví dụ: ""AI này rất hữu ích khi học tập và lập trình.""",13,Tích cực,1
10/03/2026 22:31:43,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini",2,AI rất hữu ích cho học sinh,7,Bình thường,0
17/03/2026 00:05:39,Học Sinh,> 1 năm,4,Gemini,1,"Tuy nhiên, Tôi không thích AI Cần cải thiện nhiều hơn.",11,Tiêu cực,-1
16/03/2026 17:11:28,Công nghệ thông tin,6-12 tháng,3,Gemini,1,Ai này rất hữu ích khi học tập và lập trình,11,Tích cực,1
09/03/2026 02:37:32,Học sinh,3-6 tháng,2,Gemini,1,"Nhìn chung, Al này rất tiện lợi phụ trợ em giải bài tập Cần cải thiện thêm.",17,Bình thường,0
20/03/2026 04:06:20,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Trong quá trình học tập, AI này rất hữu dụng để học tâp",13,Tích cực,1
22/03/2026 21:43:56,Học Sinh,3-6 tháng,2,ChatGPT,1,AI này rất hữu ích khí học tập và lập trình,11,Tiêu cực,-1
19/03/2026 11:06:57,Kinh tế,> 1 năm,4,"ChatGPT, Gemini",2,"AI là công cụ rất hữu ích trong học tập và làm việc, giúp tìm kiếm thông tin mau lẹ, giải bài tập, hỗ trợ lập trình và mở rộng kiến thức cho mọi người. Tôi rất hài lòng.",39,Tích cực,1
15/03/2026 13:07:43,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini",2,Khá thú vị khi hữu ích Còn nhiều điểm cần xem xét.,12,Bình thường,0
18/03/2026 19:16:22,Đag Học,3-6 tháng,2,ChatGPT,1,Al rất hữu ích và tiện lợi,7,Tích cực,1
12/03/2026 19:00:19,Công nghệ thông tin,> 1 năm,4,Gemini,1,AI thông minh và trả lời mau lẹ chóng giúp tôi học tập rất tôt,15,Tích cực,1
10/04/2026 13:26:51,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot",4,"AI giúp ích rất nhiều trong học tập có thể nói đến như là tra tìm tài liệu, tổng tài liệu, tổng hợp nội dung, làm bài tập, tiết kiệm thời gian.",32,Bình thường,0
22/03/2026 13:56:16,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,AI hỗ trợ tôi tìm hiểu đc các công việc rất hiệu quả,13,Tích cực,1
10/03/2026 20:27:03,Công nghệ thông tin,6-12 tháng,3,"ChatGPT, Gemini",2,"Ai đối với tôi cũng ko hẳn là tốt vì chưa chắc nó đã đúng , xem chỉ để tham khảo",21,Bình thường,0
17/03/2026 21:35:03,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,All này rất hữu ích khi học tập và lập trình,11,Tích cực,1
05/04/2026 03:27:46,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini",2,"Theo quan sát, AI là công cụ hỗ trợ mạnh mẻ trong học tập và lập trình cho sinh viên Cần cải thiện thêm.",24,Bình thường,0
21/03/2026 00:29:48,Công nghệ thông tin,> 1 năm,4,Gemini,1,"Theo quan sát, Al này khá hữu ích và có lợi trong việc học tập",15,Bình thường,0
10/03/2026 17:25:04,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini",2,AI giúp ích rất nhiều trong công việc và học tập hỗ trợ khá hiệu quả cho người lập trình,20,Tích cực,1
18/03/2026 12:11:35,Thiết kế,6-12 tháng,3,Không,1,AI thực sự hữu ích cho Việc học tập hoặc trả lời những câu hỏi mà mình thắt mắt,19,Bình thường,0
08/03/2026 14:34:40,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini, Copilot",3,"Trong quá trình học tập, AI rất hữu ích trong việc học một kiến thức gì đó theo chiều rộng Tôi rất hài lòng.",24,Tích cực,1
11/03/2026 12:14:11,Thiết kế,3-6 tháng,2,ChatGPT,1,AI rất thông minh,4,Bình thường,0
14/03/2026 06:25:35,Học Sinh,< 3 tháng,1,Gemini,1,AI là một phần mềm hữu ích trong việc học tập hàng ngày và việc làm thư giãn,18,Tích cực,1
14/03/2026 08:06:57,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini",2,"AI là công cụ rất hữu ích trong học tập và làm việc, hỗ trợ tìm kiếm thông tin tốc độ, giải bài tập, hỗ trợ lập trình và mở rộng kiến thức cho mọi người.",36,Tích cực,1
08/03/2026 14:14:11,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,AI rất thông minh,4,Bình thường,0
19/03/2026 18:10:52,Công nghệ thông tin,> 1 năm,4,Không,1,AI trợ giúp tôi trong học tập rất nhiều,9,Bình thường,0
18/03/2026 21:00:06,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Sao chép AI ...... lập trình,6,Tích cực,1
10/03/2026 22:14:30,Kĩ Thuật,3-6 tháng,2,"ChatGPT, Gemini",2,AI này rất tiện lợi khi muốn tra cứu thông tin và nguồn tài liệu,15,Tích cực,1
20/03/2026 19:53:50,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini",2,"AI rất tiện lợi nhưng chúng ta vẫn cần suy nghĩ độc lập, không nên hoàn toàn dựa vào nó.",20,Tích cực,1
17/03/2026 05:27:06,Công nghệ thông tin,> 1 năm,4,Gemini,1,"Trong quá trình học tập, AI này có ích nếu dùng công cụ hỗ trợ trong học tập và vui chơi Tôi rất hài lòng.",25,Tích cực,1
17/03/2026 18:26:26,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,Ai này rất hữu ích khi học tập và lập trình,11,Tích cực,1
20/03/2026 09:56:16,Làm Tóc,< 3 tháng,1,ChatGPT,1,AI giúp tôi tìm hiểu đc các công việc rất tốt,11,Tích cực,1
17/03/2026 04:05:39,Marketing,< 3 tháng,1,Gemini,1,Tôi không thích AI,4,Tiêu cực,-1
17/03/2026 22:08:11,Kinh tế,6-12 tháng,3,"ChatGPT, Gemini",2,"Giúp tôi tính toán, và sắp xếp nội dung hợp lí",11,Tích cực,1
07/04/2026 14:28:53,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot, Midjourney",5,cuộc sống của e không thể thiếu AI,8,Tích cực,1
17/03/2026 16:11:35,Học Sinh,3-6 tháng,2,Không,1,AI thực sự hữu ích cho Việc học tập hoặc trả lời những câu hỏi mà mình thắt mắt,19,Bình thường,0
11/03/2026 09:42:25,Học Sinh,> 1 năm,4,ChatGPT,1,AI tốt Tôi rất hài lòng.,6,Tích cực,1
12/03/2026 19:54:23,Thiết kế,< 3 tháng,1,"ChatGPT, Gemini, Claude, Copilot",4,Tuyệt vời 10 điểm giúp tui học tập rất nhiều,10,Tích cực,1
07/04/2026 14:24:16,Công nghệ thông tin,> 1 năm,4,Copilot,1,hữu ích,2,Tích cực,1
07/04/2026 00:52:51,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini",2,AI rất hữu ích,4,Bình thường,0
20/03/2026 19:51:31,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"AI ngày càng phát triển mạnh mẽ, hỗ trợ con người trong nhiều lĩnh vực như giáo dục và y tế.",21,Tích cực,1
09/03/2026 02:03:03,Marketing,> 1 năm,4,"ChatGPT, Gemini",2,Al rất thích hợp để giải bài tập,8,Tích cực,1
16/03/2026 19:27:46,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,AI có thể giúp học tập và làm việc rất tốt,11,Tích cực,1
06/04/2026 14:26:14,Công nghệ thông tin,6-12 tháng,3,"ChatGPT, Gemini, Copilot",3,AI hỗ trợ cho việc học dễ dàng hơn tiếp cận được nhiều kiến thức,15,Tích cực,1
18/03/2026 08:11:14,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,AI giúp tôi tìm hiểu thế giới bên ngoài Còn nhiều điểm cần xem xét.,15,Bình thường,0
12/03/2026 14:43:55,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini",2,Ai đưa ra kết quả nhanh chóng,7,Bình thường,0
07/04/2026 14:27:17,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini, Copilot",3,AI là một người bạn thân thiện giúp em những lúc khó khắn những lúc không có ý tưởng AI đã hỗ trợ em giúp em khai phá tiềm năng,30,Tích cực,1
11/03/2026 17:37:41,Thiết kế,> 1 năm,4,"ChatGPT, Gemini",2,Al hayy,2,Tích cực,1
10/03/2026 23:25:21,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini",2,"Theo tôi, AI giúp tôi lười biếng thêm :)) Mong 1 ngày nào đó sẽ k phải sử dụng AI Tuyệt vời!",22,Tích cực,1
21/03/2026 21:34:37,Học Sinh,6-12 tháng,3,"ChatGPT, Gemini",2,Al này rất hữu ích trong học tập và cuộc sống hàng ngày,13,Tích cực,1
18/03/2026 10:29:48,Marketing,< 3 tháng,1,Gemini,1,Al này rất hữu ích và có lợi trong việc học tập,12,Bình thường,0
18/03/2026 21:47:07,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,"Theo tôi, AI có thể trả lời câu hỏi nhanh chóng, hỗ trợ học sinh hiểu bài và làm bài tập dễ dàng hơn. Tôi rất hài lòng.",28,Tích cực,1
16/03/2026 19:10:04,Marketing,> 1 năm,4,"ChatGPT, Gemini, Claude",3,"AI là công nghệ hiện đại hỗ trợ con người trong nhiều lĩnh vực, đặc biệt giúp học tập nhanh hơn, tìm kiếm thông tin dễ dàng và nâng cao hiệu quả làm việc.",34,Tích cực,1
08/04/2026 09:28:56,Công nghệ thông tin,6-12 tháng,3,"ChatGPT, Gemini",2,AI mang lại cho em nhiều tiện ích,8,Tích cực,1
10/03/2026 22:14:02,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot",4,hữu ít trong mọi việc,5,Tích cực,1
08/04/2026 17:29:10,Công nghệ thông tin,< 3 tháng,1,Gemini,1,"Nhìn chung, Oke oke oke oke oke và khá oke",10,Bình thường,0
11/03/2026 14:43:49,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Copilot",3,"AI rất hữu ích trong học tập, lập trình và làm việc",12,Tích cực,1
16/03/2026 09:48:15,Học sinh,< 3 tháng,1,"ChatGPT, Gemini",2,Giúp tôi giải những bài tập khó và cũng cố kiến thức cho tôi,14,Bình thường,0
19/03/2026 20:05:54,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,rất tốt có thể giúp cho học tập và giải bài tập khó,13,Bình thường,0
17/03/2026 04:21:17,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"Giải đáp thắc mắc, cập nhật thông tin tốc độ, mói mẻ, thông minh, và rất nhiệt tình",18,Bình thường,0
12/03/2026 23:09:01,Học sinh,< 3 tháng,1,"ChatGPT, Gemini",2,AI khiến thế giới càng ngày càng tiện lợi,9,Tích cực,1
